date,airport_code,temperature,visibility,wind_speed,rain,fog,storm
20-11-2025,BOM,36.8,1.2,10.1,0,0,1
13-10-2025,GOI,28.7,8.9,19.9,1,1,1
04-02-2025,MAA,38.5,7,19.5,0,1,0
15-11-2025,DEL,28.1,9,2.3,1,1,0
14-01-2025,MAA,35.5,6.5,22.5,0,0,0
22-02-2025,MAA,15.4,2.3,3.2,0,0,1
02-01-2025,MAA,20.5,1.5,24.7,0,1,0
27-09-2025,DEL,17.6,4.5,22.3,0,1,0
18-12-2025,HYD,28.6,3.1,30,1,1,1
09-05-2025,HYD,36.7,2.5,15.8,0,1,0
11-03-2025,PNQ,29.9,5.6,29.3,0,1,0
30-04-2025,AMD,31.9,3.9,14.5,0,0,0
01-07-2025,BOM,34.7,5.7,9.7,1,1,0
30-10-2025,BOM,15,8.4,6.4,0,1,1
21-12-2025,BLR,13.5,7.5,24.4,1,1,1
17-02-2025,COK,18.6,9.9,33.3,0,0,1
16-10-2025,PNQ,24,1.8,16.7,0,0,1
18-10-2025,BLR,25.5,3.7,19.6,0,1,1
24-07-2025,MAA,15.7,4.9,15.6,0,1,1
29-12-2025,MAA,41.7,6.8,7.2,1,1,1
18-11-2025,DEL,31.2,5.6,15.3,1,1,1
06-03-2025,AMD,32.6,4.8,5.1,1,1,1
24-11-2025,COK,13.1,8.8,9.7,1,0,1
14-04-2025,HYD,20.9,7,25.1,0,1,1
05-10-2025,GOI,14.7,6.9,9.4,0,0,0
15-12-2025,COK,11.6,6.6,33.7,1,0,0
19-09-2025,BLR,20.4,1.2,25.2,0,1,1
18-01-2025,MAA,41,8.7,20.8,0,1,1
30-01-2025,DEL,21.3,9.1,27.6,1,1,1
31-10-2025,CCU,40.2,1.9,8,0,0,1
04-05-2025,MAA,13,1.4,28.3,1,1,0
08-01-2025,CCU,16.7,9.8,29.9,1,1,1
15-02-2025,COK,35.2,8.6,25.8,1,1,1
16-03-2025,PNQ,34.2,8.9,22.1,0,1,0
18-01-2025,AMD,29.7,4.6,1.8,1,1,1
29-06-2025,MAA,24.4,9.3,6.5,1,0,1
20-06-2025,MAA,11.2,5.6,4.4,1,1,0
11-06-2025,GOI,31,5.1,19.2,1,1,1
23-05-2025,BLR,41.7,1.4,28.2,1,1,1
03-09-2025,BOM,38.4,2.3,17,1,0,1
24-06-2025,CCU,38.9,6.7,24.3,1,1,1
22-03-2025,COK,24.7,3.7,26.5,1,1,1
24-01-2025,PNQ,27.5,3.2,2.3,1,0,0
05-02-2025,GOI,27.1,8.6,26.8,1,0,1
21-12-2025,PNQ,36.6,2.2,17.2,0,1,0
29-07-2025,MAA,35.2,2.4,20.1,0,1,0
06-03-2025,AMD,18.3,3.6,21.5,0,1,1
14-01-2025,HYD,29.8,4.1,20.2,0,0,1
09-03-2025,DEL,39.6,6.8,11.5,0,0,1
18-05-2025,PNQ,37.1,5.8,22.7,0,0,1
05-10-2025,GOI,28.9,8.9,10.1,0,1,1
09-12-2025,MAA,20.1,1.5,33.8,1,0,0
02-03-2025,DEL,38,5.6,2.7,0,0,1
08-11-2025,HYD,11.7,7.7,24.7,1,0,1
01-05-2025,GOI,18.6,5.2,28.7,0,0,1
27-07-2025,HYD,34.3,1.5,1.7,0,1,0
03-09-2025,HYD,33.4,8.7,9.6,0,1,0
18-05-2025,HYD,38.2,7,12.4,1,1,0
16-11-2025,MAA,21.4,1.4,5.2,1,0,0
25-12-2025,GOI,23.2,2.6,14.8,1,0,0
01-10-2025,PNQ,35.4,4.3,20.1,1,1,0
06-05-2025,AMD,22.2,6.7,6,0,1,1
25-02-2025,GOI,31.2,9.3,17.6,1,1,0
02-12-2025,GOI,36.5,6.3,20.3,1,1,0
23-10-2025,AMD,12.4,8.8,8.3,0,0,1
15-11-2025,MAA,28.4,5.6,18.2,1,1,0
12-10-2025,PNQ,21.3,3.3,13.2,0,0,1
23-07-2025,BLR,37.9,7.6,6.8,0,1,0
24-06-2025,CCU,32.8,2.5,26.3,0,1,1
18-03-2025,HYD,41.5,5.9,11,0,1,0
06-02-2025,BLR,33.8,5.9,17.5,1,1,1
04-10-2025,BLR,21.3,1.3,10.5,0,0,0
27-06-2025,BLR,27.6,7.5,34,0,1,0
07-05-2025,CCU,34.8,7.6,13.5,0,0,1
03-05-2025,GOI,28.2,3.2,9.5,0,0,0
23-08-2025,COK,34.7,4.5,18.3,0,1,0
08-04-2025,BLR,37.9,1.6,6.9,1,1,1
03-08-2025,BOM,30.9,4.1,7.6,1,1,0
10-12-2025,GOI,40.9,5,17.2,1,0,1
08-03-2025,HYD,33.5,7.9,13.4,0,0,0
08-07-2025,BOM,23.9,7.1,20.6,0,1,0
23-05-2025,COK,41.7,3.4,30.6,1,0,1
28-05-2025,PNQ,17.3,7.9,18.9,0,1,0
07-02-2025,COK,31.4,4,26.1,1,0,1
10-06-2025,BOM,18.1,6,23,0,0,0
27-09-2025,COK,27,6.8,25.3,1,1,0
13-03-2025,DEL,12.9,1,25.3,0,0,0
26-01-2025,DEL,11.3,1.4,30.9,0,1,1
28-05-2025,MAA,19.3,5.6,12.9,0,1,0
31-12-2025,MAA,28.3,4.4,33.7,0,1,1
08-06-2025,AMD,18.9,6.2,30.4,1,1,0
31-08-2025,CCU,27.4,1.1,1.5,1,0,0
24-09-2025,BOM,10.1,3.8,10.7,1,0,0
02-08-2025,COK,17.1,3.5,5.2,1,0,1
26-01-2025,PNQ,12.4,2.6,19.3,1,0,1
22-03-2025,GOI,37.9,5.5,12.6,1,1,0
06-01-2025,COK,26.5,9.7,17.8,1,0,1
19-02-2025,BOM,32.6,6.4,10.8,1,1,0
12-08-2025,COK,39.2,5.2,34.1,1,1,0
16-10-2025,GOI,37.5,2.6,1.9,0,0,1
04-06-2025,BOM,24.2,4.3,6,0,1,1
01-08-2025,HYD,22.5,2.5,14.7,1,0,0
14-07-2025,HYD,23.2,1.8,13.4,0,0,0
16-04-2025,AMD,17.9,9.4,24.7,1,1,1
06-02-2025,AMD,10.8,6.6,3,0,0,0
26-02-2025,GOI,36.9,9,17.4,0,1,1
17-08-2025,COK,23.7,9.7,1,0,0,0
14-03-2025,CCU,15.5,8.1,13.8,0,1,0
24-04-2025,MAA,13.6,8.1,0.8,0,0,0
12-11-2025,BLR,21.1,6.8,13.3,1,1,1
24-09-2025,HYD,19.8,7.3,1.3,1,0,1
11-04-2025,MAA,41.7,3.7,2.9,0,0,0
05-12-2025,BLR,17.1,1.4,22,0,1,0
10-05-2025,PNQ,12.2,7.7,25,1,0,1
06-05-2025,BLR,37.5,4.6,11.8,0,1,0
26-02-2025,BLR,30.3,3.2,11.5,0,0,1
01-04-2025,HYD,11.7,5.3,20.6,1,1,0
05-08-2025,GOI,11.8,3.4,14.9,0,0,0
29-03-2025,PNQ,28.7,5.6,28.8,0,0,1
12-06-2025,CCU,24.7,6.1,5.3,1,1,0
07-04-2025,AMD,15.8,1.9,20.6,0,1,0
05-01-2025,CCU,23,5.7,29.4,0,0,1
19-02-2025,HYD,33.1,2.6,0.7,1,0,1
03-12-2025,COK,15.8,6.2,22.1,0,0,1
20-06-2025,MAA,36.1,5.3,16.9,1,0,1
16-11-2025,HYD,14.4,5.5,0.2,0,1,1
16-10-2025,DEL,11.7,9.1,12.7,0,1,0
27-02-2025,AMD,41.4,2.1,22.3,1,1,1
23-02-2025,DEL,30.3,2.6,6.6,1,1,1
02-02-2025,BOM,23.3,5.4,20,0,1,1
08-01-2025,COK,38.8,4.5,1.3,0,0,1
15-04-2025,AMD,16.3,2,7.4,1,1,1
08-09-2025,COK,39.3,3.7,31.4,1,0,0
21-08-2025,MAA,41.5,1.3,3.9,0,1,1
11-02-2025,DEL,39.5,2.3,29.4,1,0,0
26-10-2025,AMD,30.9,5.2,7.9,0,0,0
10-03-2025,GOI,15.2,4.9,32,1,0,1
30-06-2025,MAA,26.4,9.4,24.7,1,0,1
09-10-2025,DEL,23.1,7.9,15.6,1,0,0
06-11-2025,MAA,27.1,6,8.8,0,0,1
20-06-2025,BOM,23.5,8.7,24.9,0,1,0
12-12-2025,DEL,38,1.6,29.4,0,0,1
12-07-2025,CCU,15,5.8,34.3,0,0,1
02-10-2025,BLR,17.1,4,0.5,0,1,1
13-10-2025,PNQ,39.4,1.3,11.5,0,0,1
01-12-2025,CCU,30.3,5.5,22.4,1,0,0
08-09-2025,BLR,30.9,1.7,29.9,0,0,1
13-04-2025,CCU,16,2.7,29.4,0,0,0
23-07-2025,MAA,27,9.6,8.2,1,1,1
01-07-2025,BLR,13.3,4.4,9.7,1,0,0
22-08-2025,PNQ,24.2,7.6,5.7,1,1,0
20-07-2025,HYD,16.4,4.5,4,0,1,0
14-07-2025,AMD,17,3.4,28.1,1,0,0
09-05-2025,PNQ,26,3,9.3,1,0,0
16-03-2025,HYD,10,4.6,12.6,0,0,0
30-03-2025,PNQ,18.2,1.4,31.6,0,1,0
17-07-2025,COK,35.5,7.5,3.9,1,1,1
11-06-2025,GOI,41.1,7.4,28.5,0,0,0
29-05-2025,DEL,11.8,2.5,1.7,0,1,1
30-08-2025,AMD,38.2,9.7,20.4,0,0,1
01-01-2025,CCU,34.5,3.5,18.4,1,0,1
30-09-2025,PNQ,37.9,4.4,15.3,1,1,0
03-12-2025,MAA,10.1,3.2,3.6,1,0,0
27-04-2025,HYD,11.1,4.7,3.4,0,0,0
17-08-2025,CCU,30.1,7,16.3,1,0,1
30-09-2025,COK,11,9.1,14.3,0,1,1
31-03-2025,HYD,29.5,8.1,31.1,1,1,0
17-08-2025,AMD,41.4,5.8,4.1,0,0,1
08-08-2025,CCU,26.8,8.6,12,0,1,0
07-06-2025,BLR,30.4,7.4,21.5,1,0,1
22-07-2025,MAA,13.4,3.6,16.8,0,1,0
29-05-2025,HYD,32,7.2,15.4,0,0,0
28-10-2025,BLR,27.6,3.9,34.1,1,1,1
22-06-2025,PNQ,27.8,10,16.4,1,0,0
31-07-2025,BOM,26.4,3.3,8.6,1,1,0
25-12-2025,PNQ,33.7,7.1,6,1,0,0
20-03-2025,MAA,26.1,7.4,12.5,1,1,0
21-07-2025,BLR,19.9,9.9,27.5,1,0,0
18-02-2025,CCU,24.1,9.8,32.7,0,1,1
12-04-2025,MAA,23.2,1.1,28.6,0,1,1
15-03-2025,GOI,25.3,9.8,21.1,1,1,0
17-11-2025,PNQ,20.8,6.6,4,0,1,1
25-11-2025,DEL,37.5,8.6,17.8,0,1,0
27-04-2025,GOI,10.5,6.2,20.3,0,0,1
27-06-2025,AMD,35.2,6.9,2.6,0,1,0
01-11-2025,MAA,27.7,7.5,22.1,1,1,0
08-11-2025,AMD,39.5,5.9,2.3,1,1,1
25-05-2025,GOI,15.7,1.1,13.9,1,1,1
22-11-2025,DEL,30.1,2.6,15.7,1,0,1
30-07-2025,BOM,11.4,3.9,16.6,1,0,1
28-10-2025,HYD,26.4,1.1,14.5,0,1,1
14-12-2025,PNQ,26.7,4.4,23.8,0,0,0
21-09-2025,MAA,38.9,5,12.5,1,1,1
22-04-2025,PNQ,23,6.3,34.9,0,1,0
10-02-2025,BLR,15.2,7.2,31.3,1,1,1
30-12-2025,HYD,32.1,7.2,23.1,0,1,0
30-10-2025,DEL,12.2,4,8.4,0,1,1
06-05-2025,BOM,29.4,5.3,31.5,1,0,0
21-08-2025,DEL,38.3,6,10,0,0,1
12-02-2025,GOI,11.8,2.6,13.2,0,1,1
17-03-2025,GOI,36.2,3.5,26.8,0,1,1
21-12-2025,BLR,31.6,9,24.8,0,0,1
06-11-2025,BOM,21.9,9.3,30.8,1,0,0
12-12-2025,MAA,41.7,6.8,4.6,0,0,1
12-10-2025,AMD,38.6,7.2,12.7,1,0,1
08-07-2025,DEL,10.2,2.1,28.3,0,1,0
12-03-2025,HYD,32.6,1.7,6.5,1,1,0
13-02-2025,DEL,39.5,4.6,7,0,0,0
05-08-2025,CCU,13.8,3.7,14.9,0,0,1
11-11-2025,BOM,28.9,3.7,12.7,0,1,0
11-10-2025,AMD,17.7,9,3.6,1,1,0
27-09-2025,BLR,38.5,7.3,31.3,1,0,1
28-09-2025,CCU,15.4,6.9,9.4,0,0,0
04-04-2025,MAA,18.8,4.6,8.5,0,0,0
27-01-2025,MAA,25.5,5.3,9.4,1,0,0
19-04-2025,BLR,12.4,4.3,13,0,1,1
27-06-2025,COK,11.5,2,3,0,1,1
18-10-2025,GOI,14.4,1.3,23.9,0,0,0
31-03-2025,BLR,22.9,9,27.1,0,1,1
20-01-2025,DEL,23.1,6.8,6.8,0,0,0
14-05-2025,MAA,10.9,9.1,27.3,0,0,1
24-11-2025,HYD,26.7,5.4,1.5,0,0,1
18-04-2025,BLR,41.3,8.5,5.5,0,0,0
10-01-2025,GOI,32.6,6.9,14.5,1,0,0
15-01-2025,BOM,38.2,9.9,7.4,1,0,1
10-06-2025,DEL,12,1.4,3.7,1,1,0
18-09-2025,DEL,19.7,8.6,24.3,0,0,1
07-03-2025,AMD,31.3,5.6,2.8,1,0,1
26-08-2025,CCU,26.9,3.9,1.8,1,0,0
21-09-2025,DEL,19.8,6.1,11.5,0,0,0
03-01-2025,GOI,18.9,5.6,30.3,0,1,0
06-01-2025,COK,14.4,6.3,34.2,1,0,0
18-11-2025,AMD,12.4,9.2,25.5,0,1,0
18-10-2025,BLR,22.5,5.9,28.6,1,1,1
06-03-2025,MAA,31.3,4.7,21.4,0,0,1
29-04-2025,PNQ,40.2,8.5,10.2,0,0,0
04-04-2025,BOM,16.9,1.6,5.9,0,0,0
06-12-2025,DEL,13.4,3.6,1.1,1,1,1
31-05-2025,DEL,26.8,6.1,30.5,0,0,1
01-11-2025,COK,10.7,9.1,11.6,1,1,1
22-08-2025,BOM,18.1,2.4,4.3,0,0,1
18-09-2025,PNQ,18.7,8.3,22.4,1,0,0
17-08-2025,GOI,18.4,7.2,25.8,0,1,1
12-09-2025,AMD,39.7,7.4,21.1,0,0,1
22-12-2025,AMD,19.3,5,13,0,0,1
09-10-2025,AMD,39.2,9.5,11.6,0,1,0
14-12-2025,COK,17.1,1.6,10.3,0,1,0
04-04-2025,BOM,18.5,4.9,16.5,0,1,0
02-10-2025,DEL,36.5,9.3,15.5,0,0,1
09-07-2025,HYD,27.2,8.8,11.8,0,0,1
05-07-2025,MAA,34.8,5.3,16.4,1,1,1
12-09-2025,DEL,30.9,4.6,22.3,0,1,1
15-06-2025,PNQ,19.9,7.5,29.3,1,1,0
23-12-2025,COK,18.4,6.3,3.7,0,1,1
07-07-2025,DEL,41.5,8.6,34,1,1,1
23-12-2025,GOI,38.2,6,9.4,0,1,1
07-09-2025,BOM,27,6.1,27.4,1,0,0
10-12-2025,GOI,13.7,7.5,13.2,1,0,0
05-04-2025,COK,40.8,7.5,4.8,0,1,1
01-01-2025,BOM,30.4,5.1,17.3,0,1,1
14-11-2025,BLR,37.3,2.2,1,1,0,1
23-06-2025,HYD,28,3.7,19.7,1,1,1
22-04-2025,CCU,18.7,6.5,8.8,1,1,1
20-04-2025,GOI,37,2.9,29.1,0,0,1
29-09-2025,COK,15.1,8.4,0.4,1,1,1
28-05-2025,MAA,29.1,8.6,2,0,0,0
18-05-2025,MAA,18.1,7.8,14.8,0,1,0
07-02-2025,PNQ,38.9,8.7,28.7,0,1,1
28-03-2025,BLR,20.2,4.9,19.7,0,1,1
18-07-2025,PNQ,39.2,9.4,9.6,0,1,1
04-09-2025,COK,25.4,8.6,33.6,1,0,0
25-09-2025,DEL,23.2,1.3,32.5,1,0,0
02-06-2025,CCU,23.3,3.9,19.8,0,1,1
07-11-2025,MAA,15.9,8.5,8,0,0,1
02-01-2025,PNQ,16.6,8.5,33.2,0,0,0
03-05-2025,GOI,18.8,6.6,32.9,0,0,0
28-05-2025,AMD,11.7,2.2,20.4,1,0,0
17-02-2025,BOM,40.5,1.9,31.7,0,1,0
10-05-2025,CCU,18.2,7.6,14.7,0,0,0
21-11-2025,MAA,12.1,9.3,17.8,0,1,0
20-06-2025,BLR,40.5,6.2,27,1,1,1
14-04-2025,PNQ,37.2,2.6,18,0,0,1
17-10-2025,MAA,23.7,4.8,24.1,1,1,1
23-09-2025,CCU,19.8,7.7,18.3,1,1,0
13-05-2025,HYD,33.2,7.5,4.6,0,1,1
15-04-2025,DEL,15.6,4.4,32.7,0,0,1
06-04-2025,CCU,38.4,2,16.2,1,1,0
04-10-2025,DEL,21.2,4.5,27,0,1,0
12-01-2025,AMD,18.8,1.5,13,0,0,0
15-06-2025,DEL,17.6,5.6,23.1,0,0,1
17-09-2025,COK,12,3,17.6,1,0,0
08-05-2025,PNQ,14.2,5.1,2.4,0,1,0
16-09-2025,DEL,18.4,2.4,9,0,1,1
10-03-2025,PNQ,30.9,8.7,6.1,1,1,0
24-10-2025,GOI,33.1,4.9,21.3,1,0,0
01-07-2025,CCU,20.9,6.7,17.9,0,1,1
16-04-2025,GOI,10.4,4.3,27.7,1,0,0
15-11-2025,PNQ,31,7.4,2.7,1,0,0
25-12-2025,MAA,38.7,8,26.4,1,1,1
25-08-2025,MAA,36.8,4.4,12.9,1,0,0
08-07-2025,HYD,17.8,6,7.8,1,0,0
20-01-2025,CCU,17,7.8,9,0,1,0
29-04-2025,HYD,11,2.7,13.8,0,0,1
01-05-2025,PNQ,23.3,7.7,9.8,0,1,1
16-01-2025,AMD,24.4,2.6,15.8,1,1,1
24-09-2025,HYD,39.4,3.5,10.3,1,1,1
11-07-2025,CCU,18.5,3.3,15.2,0,0,1
04-12-2025,BOM,18.2,9.1,3.4,0,0,0
16-06-2025,HYD,19.8,9.1,22.3,1,1,1
27-09-2025,PNQ,35.9,1.8,28,0,0,1
01-06-2025,GOI,23.6,7.4,23.1,1,0,1
16-06-2025,MAA,16.9,8.1,24.8,0,0,0
14-03-2025,PNQ,20.3,3.3,29.2,1,1,0
28-11-2025,PNQ,26,7.4,17.9,1,1,0
02-12-2025,BLR,13,3.4,34.7,1,0,0
02-07-2025,DEL,21.7,1.4,26.4,0,0,0
30-06-2025,PNQ,22,4,4.9,1,0,0
31-08-2025,AMD,26.5,1.8,5.6,0,0,0
07-01-2025,PNQ,32.3,5.9,4.2,0,1,1
22-09-2025,CCU,12.9,5.8,32.3,1,1,0
10-07-2025,PNQ,26,4.9,17.8,1,0,0
20-04-2025,COK,33.9,1.5,25,0,1,0
25-02-2025,BOM,20,6.3,8.5,1,0,0
30-08-2025,BLR,40.8,1.8,16.5,0,1,0
16-11-2025,MAA,26.3,6.7,14.7,0,0,0
26-09-2025,CCU,21.9,3.8,11.3,0,0,1
11-03-2025,PNQ,13.2,5.4,5.1,1,0,1
07-02-2025,PNQ,12.8,4,4.7,0,1,1
14-07-2025,MAA,24.8,9.1,14,0,0,1
18-04-2025,MAA,39.1,5.9,0.6,0,1,0
22-03-2025,AMD,13.5,6,5.9,1,0,0
15-08-2025,GOI,32.7,9.7,12.2,0,0,1
02-09-2025,PNQ,29.5,1.8,33.2,1,0,1
23-07-2025,HYD,19.7,2.7,31.5,0,0,1
06-01-2025,BOM,24.8,9.2,19.2,0,1,0
03-11-2025,COK,33.6,7.4,20.5,1,0,1
25-11-2025,BOM,36.5,10,7.5,1,0,0
30-11-2025,CCU,17.8,3.2,11.8,0,0,0
16-09-2025,HYD,23.5,8.1,31.7,0,0,1
14-12-2025,MAA,24.2,8.1,5.5,1,1,1
20-01-2025,HYD,30.7,3.8,3.1,0,0,0
28-07-2025,PNQ,16.4,1.5,9.9,0,1,0
12-11-2025,AMD,12.8,7.4,19.8,0,0,1
03-11-2025,BLR,20.7,7.1,33.7,1,0,0
29-10-2025,BOM,37.2,9.7,11.5,1,0,0
24-12-2025,PNQ,20.5,4.6,31.9,1,1,1
27-12-2025,COK,42,5.7,24.9,1,0,0
13-08-2025,CCU,18.1,9.4,7.4,0,0,1
09-08-2025,BOM,16.8,9.3,27.8,0,1,0
18-11-2025,PNQ,37,9,15.1,0,1,1
15-09-2025,COK,21.8,2.2,25.5,1,0,1
13-06-2025,BLR,16.2,8.2,3.4,1,0,1
16-10-2025,GOI,11.2,3.4,18,1,1,0
21-12-2025,CCU,22.2,2.4,16.9,1,1,0
21-02-2025,PNQ,40.4,4.8,14.1,1,1,0
30-04-2025,AMD,13.7,5,15.1,1,1,0
28-07-2025,COK,24.8,6.3,0.4,1,1,0
07-06-2025,COK,10.2,4.3,0.8,0,0,0
23-08-2025,AMD,21.8,4.7,1.9,0,0,0
29-08-2025,BLR,30.7,7.6,22.9,1,1,0
29-04-2025,AMD,14.9,7,34.3,0,1,0
06-11-2025,BLR,16,2.1,33.1,0,1,1
27-06-2025,MAA,14.3,2,5.5,1,0,0
16-07-2025,BLR,39.4,2,9.3,1,0,1
26-01-2025,BOM,33.9,4.6,1.3,0,0,0
17-01-2025,COK,33.8,5.8,31.6,1,0,0
24-01-2025,GOI,16.8,7.8,14.8,0,1,1
08-12-2025,PNQ,15.8,2.3,25.5,0,1,0
16-08-2025,GOI,25.3,3.2,16.7,1,0,0
22-02-2025,COK,22.1,5.8,18.4,1,0,1
05-04-2025,CCU,39.7,5.5,19.9,0,1,1
26-07-2025,BOM,28.4,4.5,21.8,0,1,1
01-11-2025,COK,12.3,6.6,11.9,1,0,1
04-09-2025,BLR,25.6,2.6,5.2,0,1,0
26-07-2025,AMD,33.5,8.7,30.7,0,0,1
17-12-2025,PNQ,30.9,8.2,17.6,0,1,1
01-12-2025,AMD,36.6,2.4,31,1,1,0
16-09-2025,DEL,32.2,3.6,31.2,0,0,0
27-11-2025,PNQ,34.7,7.1,14.9,0,0,0
17-07-2025,MAA,40.5,4.3,29.3,1,0,1
04-08-2025,BLR,34.3,1,19.4,1,0,1
28-10-2025,GOI,39.3,5.6,18.2,0,0,0
12-06-2025,COK,41.9,4.8,15.6,1,1,1
22-09-2025,AMD,28.4,1.5,19.8,0,0,0
06-01-2025,CCU,34.3,3.3,17.1,1,1,1
27-05-2025,DEL,41.4,9.4,28.1,1,1,1
26-10-2025,BOM,32.4,5.2,1.7,1,0,1
19-07-2025,DEL,24.4,2.1,11.6,1,0,1
30-12-2025,PNQ,19.3,9,28.4,1,1,1
16-05-2025,PNQ,39.8,1.3,28.9,0,0,0
07-08-2025,AMD,30.9,6.9,3.9,0,1,0
20-07-2025,DEL,14.1,4.6,21.3,0,0,1
19-03-2025,CCU,19.3,8.7,11.5,0,1,1
12-10-2025,BLR,14.3,9.2,20.6,1,1,0
26-11-2025,COK,37.7,8.2,21.3,0,0,1
16-07-2025,COK,25,8.9,23.9,0,0,0
22-07-2025,MAA,40.5,7.1,6.2,0,1,0
10-09-2025,CCU,25.6,7.8,24.9,1,0,1
13-01-2025,BOM,19.9,6.8,14.9,1,1,1
30-03-2025,MAA,15.9,4.7,25.9,1,1,1
05-09-2025,HYD,39.7,5.6,31.3,0,1,1
14-05-2025,DEL,16.1,6.6,5,0,0,1
27-02-2025,GOI,10.6,5.8,4.5,0,0,1
25-01-2025,CCU,35.2,3.4,34.2,1,0,0
26-08-2025,PNQ,21.6,2.8,12.3,1,0,1
26-01-2025,AMD,35.3,5.4,12.6,1,0,1
12-08-2025,BOM,14.8,8,20.3,0,1,1
03-09-2025,MAA,24.7,4.2,11.4,1,0,1
22-02-2025,DEL,40.8,8.9,33.9,1,1,1
01-05-2025,PNQ,32.6,7.3,33,0,0,1
25-06-2025,PNQ,37.5,9.8,21.1,0,0,1
02-07-2025,MAA,12.8,1.9,32.3,1,1,0
13-03-2025,CCU,13.6,8.7,17.1,1,0,0
05-10-2025,COK,12.4,8.2,22.3,0,0,1
30-10-2025,PNQ,19.2,7.8,16.1,0,0,0
13-02-2025,MAA,24,3.2,30.3,1,1,0
15-11-2025,PNQ,37.2,5.1,18.9,1,0,1
24-11-2025,COK,18.1,3.1,8.4,0,1,1
18-06-2025,MAA,11.9,5.9,30.1,1,1,1
29-06-2025,AMD,37.9,9.6,34.5,0,0,0
22-08-2025,CCU,29.2,8.3,0.9,1,1,0
17-02-2025,DEL,28.2,4.6,14.8,1,1,1
05-04-2025,BOM,18.2,4.7,7.8,1,1,0
11-04-2025,HYD,24.9,1,27.1,0,1,1
06-03-2025,MAA,32.7,6.1,16.4,1,1,1
21-03-2025,AMD,33,1.2,23.5,0,1,0
19-03-2025,BLR,29.9,8.6,21.3,1,0,1
05-01-2025,BLR,31.5,9.5,32.2,0,1,0
05-07-2025,DEL,34.3,1.5,33.8,1,1,0
30-11-2025,CCU,14,3.9,20.1,1,1,1
07-01-2025,BOM,20.1,10,26.9,1,0,1
16-02-2025,CCU,29.1,6.1,34,0,0,0
09-01-2025,BLR,30.9,1,6.8,0,0,1
13-07-2025,GOI,41.4,1.3,0.3,0,0,0
21-02-2025,BOM,35.7,2,11.2,1,1,0
11-03-2025,PNQ,38.3,7.4,23.9,0,0,1
25-06-2025,AMD,16.9,3.4,21.2,0,0,1
13-06-2025,PNQ,41.4,2.8,0,0,1,0
17-05-2025,CCU,25.9,7.3,10.4,1,0,1
14-10-2025,BLR,37.7,4.7,32.3,0,0,1
23-12-2025,CCU,14.1,7.5,12.2,0,0,0
28-04-2025,BLR,22.4,5.9,29,0,0,1
22-01-2025,CCU,10.8,3.5,6.1,1,1,1
26-06-2025,CCU,36.5,3.4,14.6,1,0,1
09-02-2025,COK,25.8,9.6,10.8,0,0,1
23-04-2025,BOM,31.4,6.1,13.6,1,1,1
16-12-2025,BOM,37.9,4.9,13,1,0,0
06-06-2025,AMD,33.2,9.6,20.1,1,1,1
17-10-2025,COK,13.9,9.9,11.2,0,0,1
22-12-2025,MAA,15.6,6.1,29.5,1,0,1
24-02-2025,GOI,38.7,6.7,22.8,1,0,0
11-06-2025,AMD,36.7,9.3,22.6,1,0,1
17-11-2025,CCU,22.7,8.7,4.4,0,1,0
11-11-2025,COK,22.4,4.4,6.2,0,0,0
01-09-2025,DEL,38.9,2.6,19.3,0,1,0
04-04-2025,PNQ,13.9,2.7,27.1,1,1,1
22-03-2025,GOI,15.2,5.9,16.9,1,0,0
23-08-2025,BLR,21.4,7.9,33.3,1,1,0
27-03-2025,HYD,26.7,8.2,18.1,1,0,0
02-04-2025,MAA,25.6,7.6,1.3,1,1,1
18-11-2025,DEL,28.6,7.2,23.7,1,0,0
03-08-2025,PNQ,36.1,6,13,0,0,1
12-03-2025,AMD,16.7,7.3,15.6,0,0,1
20-01-2025,DEL,10.6,4,16.8,1,0,0
22-07-2025,COK,18,5.9,31.8,1,0,0
27-04-2025,COK,17.3,5,24.3,1,1,1
09-11-2025,MAA,21.8,5.3,30.2,1,0,0
15-05-2025,MAA,34,5.9,3.6,1,1,0
02-04-2025,PNQ,33.8,8.7,2,1,0,1
17-12-2025,DEL,31,9.5,5.5,0,0,1
24-06-2025,BLR,34.6,4.2,3.2,0,0,0
26-08-2025,PNQ,19,9.7,20.5,0,1,1
07-02-2025,DEL,34.2,6.5,18.6,1,0,0
27-01-2025,COK,27.3,4.2,12.7,0,1,1
20-03-2025,BLR,11.8,5.3,34.1,1,1,1
06-07-2025,BOM,21.3,2.5,4.2,1,1,1
12-06-2025,DEL,35.9,8.6,0.5,0,0,1
24-11-2025,PNQ,13.1,8.4,30.7,0,0,1
12-05-2025,PNQ,38.8,7.3,11.4,1,0,0
27-03-2025,PNQ,41.7,3.5,12.3,0,1,1
21-04-2025,GOI,12.9,1.5,6.8,0,0,0
07-10-2025,MAA,12.3,9.4,33.4,0,1,1
11-10-2025,GOI,26,7.2,4.7,0,1,1
26-03-2025,BLR,15.3,1.3,9.3,0,0,1
14-03-2025,CCU,35.7,5.4,14.5,1,1,0
04-03-2025,BOM,21.1,4.7,7.4,1,0,0
14-08-2025,COK,32.4,5.1,3.6,1,0,1
01-12-2025,DEL,21,9.2,26.7,0,1,1
06-03-2025,GOI,30.6,5.9,10.1,1,1,1
12-11-2025,BLR,36.4,2.6,13.8,1,0,0
