"Date(year,month,day)",Airline,FlightID,OriginAirport,DestinationAirport,ScheduledDepartureTime,ActualDepartureTime,DepartureDelay,ScheduledArrTime,ActualArrTime,FlightStatus,distance,air_time
25-12-2025,Akasa Air,FL8881,CCU,BOM,19:15:00,19:15:00,0,00:27:00,00:27:00,On Time,1577,1752
27-12-2025,Akasa Air,FL7877,BLR,AMD,22:30:00,22:30:00,0,13:47:00,13:47:00,On Time,1886,2357
05-06-2025,Air India,FL8524,AMD,GOI,19:45:00,19:45:00,0,02:47:00,02:47:00,On Time,1676,1862
17-09-2025,SpiceJet,FL2568,BOM,HYD,22:30:00,,,23:02:00,,Cancelled,2039,2912
28-05-2025,Vistara,FL4706,BOM,AMD,19:00:00,19:00:00,0,20:46:00,20:46:00,On Time,1237,1546
17-11-2025,IndiGo,FL6366,BOM,CCU,23:45:00,23:45:00,0,16:45:00,16:45:00,On Time,816,1020
23-06-2025,IndiGo,FL2338,MAA,BLR,03:45:00,,,10:50:00,,Cancelled,383,425
23-03-2025,Air India,FL8236,BLR,HYD,17:15:00,17:15:00,0,08:59:00,08:59:00,On Time,850,944
04-07-2025,SpiceJet,FL3345,CCU,BOM,17:30:00,17:30:00,0,07:16:00,07:16:00,On Time,1813,2266
30-08-2025,Vistara,FL9373,GOI,CCU,00:00:00,00:00:00,0,23:37:00,23:37:00,On Time,1276,1417
22-10-2025,Akasa Air,FL7635,MAA,PNQ,22:15:00,22:15:00,0,17:27:00,17:27:00,On Time,1037,1152
27-10-2025,Akasa Air,FL2236,PNQ,GOI,11:45:00,11:45:00,0,02:16:00,02:16:00,On Time,2080,2311
08-05-2025,IndiGo,FL6649,PNQ,HYD,03:30:00,03:30:00,0,01:02:00,01:02:00,On Time,1913,2732
14-06-2025,Air India,FL5625,CCU,PNQ,15:00:00,15:00:00,0,20:20:00,20:20:00,On Time,1232,1760
08-07-2025,SpiceJet,FL1402,BLR,MAA,15:15:00,15:15:00,0,05:29:00,05:29:00,On Time,2065,2294
04-10-2025,IndiGo,FL7587,GOI,MAA,17:00:00,17:54:00,54,06:51:00,07:45:00,Delayed,748,831
17-02-2025,Vistara,FL8473,HYD,PNQ,11:15:00,12:52:00,97,05:46:00,07:23:00,Delayed,1000,1111
19-09-2025,Air India,FL4489,DEL,HYD,22:15:00,23:54:00,99,19:16:00,20:55:00,Delayed,1891,2701
28-02-2025,Air India,FL1165,PNQ,CCU,13:30:00,13:30:00,0,07:14:00,07:14:00,On Time,745,1064
06-12-2025,Akasa Air,FL8712,MAA,HYD,17:15:00,17:15:00,0,14:37:00,14:37:00,On Time,898,1282
07-03-2025,Vistara,FL7185,PNQ,MAA,01:45:00,01:45:00,0,23:25:00,23:25:00,On Time,1918,2740
17-04-2025,Akasa Air,FL3849,CCU,MAA,06:30:00,06:30:00,0,19:02:00,19:02:00,On Time,1754,2192
07-04-2025,Vistara,FL1978,MAA,DEL,02:45:00,02:45:00,0,19:19:00,19:19:00,On Time,1704,2434
03-11-2025,IndiGo,FL1562,AMD,BOM,23:00:00,01:03:00,123,10:28:00,12:31:00,Delayed,1490,2128
14-04-2025,SpiceJet,FL4314,MAA,AMD,10:45:00,12:12:00,87,02:32:00,03:59:00,Delayed,1910,2387
02-04-2025,Akasa Air,FL5650,MAA,HYD,20:15:00,,,16:40:00,,Cancelled,2132,2665
29-04-2025,Akasa Air,FL6947,PNQ,AMD,00:45:00,00:45:00,0,03:02:00,03:02:00,On Time,1262,1577
09-09-2025,SpiceJet,FL9852,PNQ,DEL,06:30:00,08:09:00,99,09:35:00,11:14:00,Delayed,1300,1625
17-11-2025,IndiGo,FL2442,BLR,DEL,08:00:00,10:03:00,123,16:04:00,18:07:00,Delayed,436,484
30-12-2025,IndiGo,FL6143,MAA,CCU,01:30:00,01:30:00,0,09:26:00,09:26:00,On Time,381,476
09-08-2025,Air India,FL3229,GOI,PNQ,22:45:00,01:01:00,136,08:49:00,11:05:00,Delayed,544,604
18-11-2025,Akasa Air,FL7696,BLR,CCU,19:45:00,20:35:00,50,01:57:00,02:47:00,Delayed,1269,1812
05-01-2025,Akasa Air,FL8744,CCU,BOM,01:00:00,01:00:00,0,19:36:00,19:36:00,On Time,1005,1116
18-08-2025,IndiGo,FL8087,DEL,HYD,02:30:00,02:52:00,22,22:02:00,22:24:00,Delayed,938,1172
01-08-2025,SpiceJet,FL8971,DEL,AMD,20:00:00,20:00:00,0,15:21:00,15:21:00,On Time,929,1161
04-10-2025,SpiceJet,FL8886,HYD,PNQ,23:00:00,23:00:00,0,03:05:00,03:05:00,On Time,1517,1685
29-09-2025,Akasa Air,FL8845,DEL,MAA,17:15:00,17:15:00,0,21:17:00,21:17:00,On Time,2186,3122
01-07-2025,IndiGo,FL7040,GOI,PNQ,22:15:00,22:15:00,0,08:23:00,08:23:00,On Time,1639,2048
20-02-2025,Air India,FL4469,CCU,DEL,20:15:00,20:15:00,0,12:39:00,12:39:00,On Time,2182,2424
30-05-2025,SpiceJet,FL7460,GOI,BLR,21:00:00,21:00:00,0,07:22:00,07:22:00,On Time,560,622
21-08-2025,IndiGo,FL5699,BOM,CCU,22:45:00,22:45:00,0,06:31:00,06:31:00,On Time,420,466
04-02-2025,Vistara,FL6709,HYD,CCU,19:45:00,22:13:00,148,00:50:00,03:18:00,Delayed,1396,1745
06-02-2025,IndiGo,FL1660,AMD,PNQ,20:15:00,20:15:00,0,08:53:00,08:53:00,On Time,683,758
12-05-2025,Air India,FL7758,CCU,BLR,05:00:00,05:00:00,0,04:34:00,04:34:00,On Time,990,1414
24-09-2025,Vistara,FL6043,DEL,PNQ,18:45:00,18:45:00,0,12:06:00,12:06:00,On Time,1985,2481
16-08-2025,IndiGo,FL3450,MAA,DEL,19:30:00,20:34:00,64,02:37:00,03:41:00,Delayed,342,427
08-04-2025,IndiGo,FL3363,HYD,GOI,18:30:00,18:30:00,0,01:44:00,01:44:00,On Time,1687,1874
01-02-2025,Vistara,FL7086,PNQ,GOI,06:45:00,,,13:33:00,,Cancelled,1664,1848
04-12-2025,Vistara,FL3358,BLR,PNQ,23:00:00,23:00:00,0,08:12:00,08:12:00,On Time,1793,1992
07-07-2025,IndiGo,FL3840,BLR,BOM,18:00:00,18:00:00,0,05:33:00,05:33:00,On Time,624,693
14-06-2025,IndiGo,FL2662,CCU,HYD,15:15:00,17:14:00,119,04:12:00,06:11:00,Delayed,1552,2217
01-05-2025,IndiGo,FL7253,GOI,PNQ,19:45:00,22:23:00,158,11:31:00,14:09:00,Delayed,2148,2386
27-03-2025,SpiceJet,FL4979,BOM,BLR,10:30:00,13:15:00,165,16:15:00,19:00:00,Delayed,1607,1785
11-08-2025,Akasa Air,FL6437,PNQ,DEL,06:15:00,06:15:00,0,01:45:00,01:45:00,On Time,1053,1170
14-08-2025,IndiGo,FL2271,DEL,MAA,13:45:00,15:54:00,129,15:12:00,17:21:00,Delayed,1375,1527
25-05-2025,Akasa Air,FL8863,GOI,HYD,23:15:00,23:15:00,0,19:06:00,19:06:00,On Time,1842,2631
17-05-2025,Air India,FL8151,BLR,GOI,02:30:00,02:30:00,0,16:08:00,16:08:00,On Time,737,818
26-04-2025,IndiGo,FL3806,CCU,PNQ,15:30:00,15:30:00,0,12:27:00,12:27:00,On Time,1132,1257
28-09-2025,SpiceJet,FL4151,CCU,BOM,10:45:00,11:31:00,46,01:38:00,02:24:00,Delayed,1867,2333
13-06-2025,SpiceJet,FL2750,CCU,PNQ,11:00:00,11:00:00,0,06:02:00,06:02:00,On Time,1808,2582
05-04-2025,Akasa Air,FL7241,HYD,CCU,03:30:00,,,01:53:00,,Cancelled,1209,1343
22-07-2025,IndiGo,FL6084,BLR,AMD,05:45:00,08:33:00,168,05:52:00,08:40:00,Delayed,1303,1447
09-07-2025,Akasa Air,FL6003,GOI,BOM,09:15:00,10:26:00,71,03:17:00,04:28:00,Delayed,758,1082
28-09-2025,IndiGo,FL3099,PNQ,HYD,03:30:00,04:46:00,76,18:00:00,19:16:00,Delayed,609,870
06-06-2025,SpiceJet,FL6529,PNQ,CCU,08:45:00,09:23:00,38,16:25:00,17:03:00,Delayed,1330,1900
23-09-2025,Akasa Air,FL7282,MAA,GOI,05:00:00,05:00:00,0,21:05:00,21:05:00,On Time,1684,2405
05-01-2025,Air India,FL8029,AMD,BLR,22:15:00,22:15:00,0,11:49:00,11:49:00,On Time,570,814
25-10-2025,Akasa Air,FL4135,HYD,GOI,18:45:00,18:45:00,0,03:20:00,03:20:00,On Time,361,515
03-09-2025,IndiGo,FL8132,MAA,BOM,01:30:00,01:30:00,0,20:40:00,20:40:00,On Time,1813,2590
07-06-2025,Air India,FL9269,DEL,MAA,18:00:00,18:00:00,0,11:18:00,11:18:00,On Time,831,1038
21-08-2025,Vistara,FL8652,BLR,BOM,07:00:00,07:00:00,0,06:47:00,06:47:00,On Time,1285,1427
10-02-2025,Air India,FL5192,GOI,PNQ,22:00:00,22:00:00,0,11:47:00,11:47:00,On Time,1587,2267
27-10-2025,Vistara,FL4083,MAA,HYD,09:00:00,11:42:00,162,06:05:00,08:47:00,Delayed,886,1265
31-12-2025,Air India,FL7832,BLR,DEL,18:00:00,18:00:00,0,02:06:00,02:06:00,On Time,389,486
17-07-2025,Vistara,FL1363,HYD,BLR,13:30:00,13:30:00,0,09:06:00,09:06:00,On Time,2093,2616
26-02-2025,Air India,FL2660,BOM,PNQ,10:45:00,12:05:00,80,08:19:00,09:39:00,Delayed,906,1294
01-03-2025,Air India,FL1417,BLR,BOM,12:45:00,12:45:00,0,01:18:00,01:18:00,On Time,1974,2193
04-08-2025,IndiGo,FL5157,PNQ,MAA,20:45:00,20:45:00,0,13:13:00,13:13:00,On Time,2186,2428
28-12-2025,SpiceJet,FL9475,DEL,BOM,07:45:00,07:45:00,0,01:02:00,01:02:00,On Time,1982,2477
18-08-2025,SpiceJet,FL8163,HYD,BLR,12:30:00,12:30:00,0,19:13:00,19:13:00,On Time,1475,1843
27-08-2025,IndiGo,FL7289,HYD,AMD,11:00:00,11:58:00,58,03:20:00,04:18:00,Delayed,882,980
10-07-2025,Akasa Air,FL1128,BLR,DEL,15:00:00,15:00:00,0,10:56:00,10:56:00,On Time,1077,1196
20-04-2025,IndiGo,FL3958,GOI,CCU,19:45:00,19:45:00,0,19:12:00,19:12:00,On Time,1267,1407
16-03-2025,Vistara,FL4471,BLR,HYD,15:45:00,15:45:00,0,05:46:00,05:46:00,On Time,1825,2281
18-10-2025,Akasa Air,FL6619,HYD,DEL,13:00:00,14:56:00,116,10:25:00,12:21:00,Delayed,1908,2725
10-06-2025,Air India,FL5166,BOM,CCU,06:30:00,06:30:00,0,07:20:00,07:20:00,On Time,1043,1490
17-08-2025,SpiceJet,FL3664,AMD,BOM,11:00:00,11:00:00,0,01:54:00,01:54:00,On Time,1634,2334
19-03-2025,SpiceJet,FL5713,MAA,DEL,19:15:00,19:15:00,0,05:08:00,05:08:00,On Time,534,593
13-11-2025,Air India,FL2214,AMD,DEL,11:15:00,13:23:00,128,00:02:00,02:10:00,Delayed,1545,2207
31-03-2025,IndiGo,FL8116,GOI,BOM,13:30:00,13:30:00,0,02:35:00,02:35:00,On Time,707,785
29-06-2025,Air India,FL5585,CCU,BLR,02:00:00,02:00:00,0,14:01:00,14:01:00,On Time,577,721
27-05-2025,Air India,FL2696,BLR,PNQ,00:45:00,00:45:00,0,18:40:00,18:40:00,On Time,860,1075
06-06-2025,Vistara,FL1705,MAA,AMD,23:00:00,00:50:00,110,13:18:00,15:08:00,Delayed,2069,2298
05-01-2025,Vistara,FL8437,DEL,MAA,20:45:00,20:45:00,0,08:01:00,08:01:00,On Time,1693,2116
13-03-2025,Akasa Air,FL7896,BLR,BOM,07:45:00,07:45:00,0,02:37:00,02:37:00,On Time,906,1132
18-01-2025,IndiGo,FL5722,GOI,CCU,22:30:00,01:22:00,172,07:55:00,10:47:00,Delayed,509,565
06-03-2025,SpiceJet,FL2373,AMD,DEL,16:30:00,16:55:00,25,04:21:00,04:46:00,Delayed,569,711
10-10-2025,Air India,FL6793,MAA,CCU,03:45:00,03:45:00,0,01:31:00,01:31:00,On Time,1045,1306
19-06-2025,IndiGo,FL8717,PNQ,HYD,22:15:00,22:15:00,0,12:06:00,12:06:00,On Time,1817,2271
14-03-2025,Akasa Air,FL4415,BLR,HYD,19:45:00,20:51:00,66,13:20:00,14:26:00,Delayed,844,1055
17-01-2025,SpiceJet,FL3564,BLR,HYD,03:45:00,05:42:00,117,08:15:00,10:12:00,Delayed,1197,1710
23-09-2025,Air India,FL1572,GOI,AMD,17:30:00,18:32:00,62,14:40:00,15:42:00,Delayed,2168,2710
31-08-2025,IndiGo,FL7187,GOI,AMD,10:45:00,10:45:00,0,23:49:00,23:49:00,On Time,706,784
15-08-2025,Akasa Air,FL5882,HYD,BLR,00:45:00,00:45:00,0,04:20:00,04:20:00,On Time,1159,1655
09-11-2025,Akasa Air,FL1071,DEL,HYD,12:15:00,12:15:00,0,21:26:00,21:26:00,On Time,1792,1991
01-07-2025,Air India,FL4939,BLR,MAA,11:45:00,14:37:00,172,13:16:00,16:08:00,Delayed,1072,1531
04-03-2025,IndiGo,FL5015,CCU,DEL,14:00:00,14:00:00,0,18:21:00,18:21:00,On Time,1191,1701
25-06-2025,SpiceJet,FL8457,DEL,PNQ,00:15:00,00:15:00,0,00:23:00,00:23:00,On Time,1159,1448
11-01-2025,SpiceJet,FL2457,AMD,BOM,09:00:00,09:00:00,0,20:25:00,20:25:00,On Time,548,685
30-01-2025,IndiGo,FL4369,BOM,MAA,15:45:00,15:45:00,0,22:40:00,22:40:00,On Time,374,415
10-01-2025,SpiceJet,FL4877,PNQ,MAA,19:00:00,20:43:00,103,08:57:00,10:40:00,Delayed,586,837
17-05-2025,Vistara,FL3566,MAA,BLR,06:15:00,06:15:00,0,01:00:00,01:00:00,On Time,900,1125
20-01-2025,IndiGo,FL6211,AMD,MAA,16:15:00,16:15:00,0,15:40:00,15:40:00,On Time,1265,1405
27-06-2025,IndiGo,FL1358,CCU,BLR,07:00:00,07:00:00,0,03:41:00,03:41:00,On Time,993,1241
16-05-2025,SpiceJet,FL1295,GOI,BOM,03:00:00,03:00:00,0,02:32:00,02:32:00,On Time,1130,1412
12-05-2025,SpiceJet,FL8573,DEL,AMD,00:00:00,00:00:00,0,21:07:00,21:07:00,On Time,1141,1267
11-09-2025,IndiGo,FL1527,MAA,BLR,14:15:00,14:15:00,0,01:42:00,01:42:00,On Time,1702,2127
22-02-2025,Air India,FL3650,GOI,MAA,19:00:00,19:22:00,22,17:38:00,18:00:00,Delayed,1087,1358
13-12-2025,SpiceJet,FL8552,CCU,MAA,18:30:00,18:50:00,20,07:12:00,07:32:00,Delayed,1982,2202
05-04-2025,Vistara,FL6551,BLR,AMD,15:00:00,15:16:00,16,08:43:00,08:59:00,Delayed,851,1063
04-03-2025,Vistara,FL4884,CCU,BLR,09:45:00,09:45:00,0,02:07:00,02:07:00,On Time,1696,2422
24-10-2025,Air India,FL1922,BOM,GOI,16:15:00,16:15:00,0,02:21:00,02:21:00,On Time,485,606
25-06-2025,SpiceJet,FL9135,BOM,MAA,04:15:00,04:15:00,0,17:39:00,17:39:00,On Time,563,804
10-05-2025,IndiGo,FL9464,PNQ,HYD,10:30:00,10:30:00,0,00:48:00,00:48:00,On Time,2069,2298
31-01-2025,IndiGo,FL9938,HYD,GOI,09:30:00,09:30:00,0,07:08:00,07:08:00,On Time,909,1298
01-05-2025,Vistara,FL8495,MAA,DEL,09:00:00,09:55:00,55,01:15:00,02:10:00,Delayed,780,975
30-12-2025,IndiGo,FL3200,DEL,BOM,04:30:00,04:30:00,0,05:12:00,05:12:00,On Time,1186,1482
21-02-2025,Akasa Air,FL6715,BOM,DEL,14:00:00,,,21:41:00,,Cancelled,369,461
31-12-2025,Air India,FL3733,PNQ,BLR,14:30:00,14:30:00,0,02:18:00,02:18:00,On Time,567,708
15-01-2025,Akasa Air,FL2318,GOI,CCU,04:30:00,04:30:00,0,10:26:00,10:26:00,On Time,1617,1796
30-10-2025,Air India,FL6635,BOM,DEL,12:15:00,14:50:00,155,02:18:00,04:53:00,Delayed,675,843
27-05-2025,Vistara,FL8770,DEL,BLR,00:30:00,00:30:00,0,21:15:00,21:15:00,On Time,1880,2685
14-09-2025,IndiGo,FL4523,HYD,CCU,17:00:00,17:00:00,0,03:45:00,03:45:00,On Time,1460,2085
01-11-2025,IndiGo,FL1132,BLR,AMD,14:15:00,14:15:00,0,18:47:00,18:47:00,On Time,1199,1712
27-03-2025,Air India,FL5843,CCU,GOI,02:00:00,02:00:00,0,08:12:00,08:12:00,On Time,1450,1812
26-06-2025,SpiceJet,FL6733,BLR,BOM,09:30:00,09:30:00,0,23:44:00,23:44:00,On Time,769,854
11-01-2025,Vistara,FL6367,DEL,CCU,05:15:00,05:15:00,0,14:50:00,14:50:00,On Time,403,575
28-07-2025,Akasa Air,FL8890,PNQ,AMD,15:00:00,15:00:00,0,00:35:00,00:35:00,On Time,1612,2015
21-01-2025,Vistara,FL6440,GOI,MAA,22:00:00,22:00:00,0,05:04:00,05:04:00,On Time,1305,1864
16-08-2025,SpiceJet,FL4371,DEL,GOI,20:15:00,20:15:00,0,03:38:00,03:38:00,On Time,1507,1883
07-07-2025,IndiGo,FL7494,DEL,BLR,03:45:00,03:45:00,0,17:30:00,17:30:00,On Time,743,825
29-08-2025,Vistara,FL6409,DEL,GOI,05:45:00,05:45:00,0,22:20:00,22:20:00,On Time,2192,2435
16-04-2025,IndiGo,FL7075,CCU,AMD,16:15:00,16:15:00,0,18:55:00,18:55:00,On Time,1280,1600
28-12-2025,Air India,FL4856,DEL,GOI,12:00:00,14:54:00,174,07:38:00,10:32:00,Delayed,943,1178
12-09-2025,IndiGo,FL9413,DEL,MAA,17:30:00,17:30:00,0,23:44:00,23:44:00,On Time,1270,1814
02-12-2025,SpiceJet,FL9033,AMD,GOI,23:00:00,23:00:00,0,06:11:00,06:11:00,On Time,1684,1871
08-03-2025,Akasa Air,FL4832,GOI,HYD,12:30:00,12:30:00,0,12:17:00,12:17:00,On Time,2007,2867
16-08-2025,Vistara,FL7736,GOI,MAA,12:15:00,12:15:00,0,15:09:00,15:09:00,On Time,1453,1614
23-07-2025,Akasa Air,FL2717,MAA,HYD,17:15:00,17:15:00,0,23:52:00,23:52:00,On Time,358,397
04-02-2025,Akasa Air,FL1345,AMD,GOI,12:30:00,12:30:00,0,13:08:00,13:08:00,On Time,1183,1478
17-07-2025,Vistara,FL6653,PNQ,HYD,04:45:00,04:45:00,0,04:55:00,04:55:00,On Time,1305,1450
30-01-2025,SpiceJet,FL5512,HYD,DEL,17:45:00,17:45:00,0,04:29:00,04:29:00,On Time,451,644
01-12-2025,Akasa Air,FL1891,PNQ,MAA,21:45:00,21:45:00,0,06:33:00,06:33:00,On Time,1378,1968
27-05-2025,Akasa Air,FL7838,GOI,BLR,18:00:00,18:00:00,0,11:16:00,11:16:00,On Time,829,1036
09-10-2025,Vistara,FL6239,BOM,MAA,13:00:00,,,06:37:00,,Cancelled,740,1057
11-05-2025,Akasa Air,FL4166,GOI,MAA,14:30:00,14:30:00,0,06:51:00,06:51:00,On Time,785,981
30-03-2025,Akasa Air,FL2222,MAA,CCU,02:30:00,02:30:00,0,04:22:00,04:22:00,On Time,1087,1552
23-05-2025,IndiGo,FL5647,DEL,GOI,02:45:00,02:45:00,0,02:57:00,02:57:00,On Time,2025,2892
15-04-2025,Vistara,FL3978,HYD,BOM,23:00:00,00:15:00,75,01:56:00,03:11:00,Delayed,1455,1616
20-04-2025,Akasa Air,FL4943,AMD,GOI,04:15:00,04:15:00,0,10:51:00,10:51:00,On Time,1653,1836
12-06-2025,Vistara,FL2700,PNQ,CCU,16:30:00,16:30:00,0,03:32:00,03:32:00,On Time,464,662
20-01-2025,Akasa Air,FL2813,CCU,MAA,12:45:00,12:45:00,0,09:51:00,09:51:00,On Time,1140,1266
17-02-2025,Akasa Air,FL1325,HYD,GOI,08:15:00,10:39:00,144,04:23:00,06:47:00,Delayed,2119,2648
12-05-2025,Akasa Air,FL4578,GOI,MAA,06:30:00,06:30:00,0,00:25:00,00:25:00,On Time,753,1075
01-11-2025,Vistara,FL8000,PNQ,CCU,20:15:00,22:57:00,162,08:38:00,11:20:00,Delayed,595,743
08-01-2025,IndiGo,FL6600,BOM,GOI,07:15:00,07:15:00,0,16:02:00,16:02:00,On Time,369,527
01-04-2025,Air India,FL1316,DEL,BOM,23:30:00,23:30:00,0,07:26:00,07:26:00,On Time,381,476
10-11-2025,Air India,FL8596,DEL,BLR,14:00:00,14:00:00,0,08:02:00,08:02:00,On Time,758,1082
22-09-2025,Vistara,FL7614,CCU,MAA,11:15:00,11:15:00,0,05:20:00,05:20:00,On Time,760,1085
04-03-2025,Akasa Air,FL6673,HYD,PNQ,13:30:00,13:30:00,0,01:58:00,01:58:00,On Time,674,748
16-11-2025,Air India,FL3579,DEL,GOI,22:45:00,22:45:00,0,17:20:00,17:20:00,On Time,892,1115
23-03-2025,Air India,FL3570,CCU,MAA,14:45:00,14:45:00,0,03:39:00,03:39:00,On Time,542,774
07-12-2025,Vistara,FL4479,DEL,BOM,08:30:00,08:30:00,0,04:57:00,04:57:00,On Time,2134,2667
02-08-2025,Vistara,FL9042,HYD,CCU,21:00:00,21:28:00,28,02:48:00,03:16:00,Delayed,1431,1788
20-01-2025,Akasa Air,FL2123,DEL,CCU,21:00:00,,,01:42:00,,Cancelled,1550,1722
19-05-2025,Vistara,FL3667,MAA,AMD,05:45:00,05:45:00,0,17:49:00,17:49:00,On Time,1515,2164
22-05-2025,IndiGo,FL8102,BLR,BOM,22:45:00,22:45:00,0,06:26:00,06:26:00,On Time,1331,1901
25-02-2025,Air India,FL6069,AMD,CCU,09:00:00,09:00:00,0,03:20:00,03:20:00,On Time,880,1100
07-05-2025,IndiGo,FL9314,GOI,AMD,15:45:00,15:45:00,0,18:46:00,18:46:00,On Time,1459,1621
19-12-2025,IndiGo,FL3393,MAA,AMD,16:00:00,16:00:00,0,10:30:00,10:30:00,On Time,2040,2550
20-12-2025,Vistara,FL1237,DEL,MAA,16:15:00,16:15:00,0,01:53:00,01:53:00,On Time,521,578
23-09-2025,Air India,FL3397,BOM,PNQ,22:00:00,22:30:00,30,12:35:00,13:05:00,Delayed,613,875
20-11-2025,Air India,FL7110,GOI,CCU,08:00:00,08:00:00,0,22:42:00,22:42:00,On Time,706,882
13-06-2025,SpiceJet,FL7113,AMD,MAA,08:45:00,08:45:00,0,02:31:00,02:31:00,On Time,853,1066
01-07-2025,Akasa Air,FL8077,CCU,PNQ,12:15:00,13:36:00,81,02:49:00,04:10:00,Delayed,612,874
20-01-2025,Akasa Air,FL2923,GOI,PNQ,17:30:00,18:31:00,61,21:00:00,22:01:00,Delayed,1155,1650
15-11-2025,IndiGo,FL2930,DEL,PNQ,09:30:00,09:30:00,0,16:30:00,16:30:00,On Time,336,420
03-05-2025,Vistara,FL4991,GOI,BOM,08:15:00,09:29:00,74,18:32:00,19:46:00,Delayed,556,617
21-02-2025,Air India,FL7550,MAA,AMD,21:30:00,21:30:00,0,16:06:00,16:06:00,On Time,2045,2556
25-02-2025,Vistara,FL2608,BLR,BOM,17:45:00,17:45:00,0,21:47:00,21:47:00,On Time,1514,1682
25-02-2025,IndiGo,FL4586,CCU,PNQ,23:45:00,23:45:00,0,10:16:00,10:16:00,On Time,568,631
07-10-2025,Air India,FL7602,AMD,BOM,12:30:00,12:30:00,0,20:00:00,20:00:00,On Time,315,450
08-01-2025,Vistara,FL9108,HYD,CCU,14:00:00,14:00:00,0,03:27:00,03:27:00,On Time,1573,2247
18-01-2025,Air India,FL9886,HYD,BOM,18:45:00,18:45:00,0,10:30:00,10:30:00,On Time,662,945
23-12-2025,IndiGo,FL1215,DEL,BLR,09:45:00,09:45:00,0,16:36:00,16:36:00,On Time,370,411
15-04-2025,Vistara,FL2875,DEL,PNQ,04:45:00,06:48:00,123,19:03:00,21:06:00,Delayed,1839,2298
03-10-2025,IndiGo,FL9711,HYD,CCU,20:15:00,20:15:00,0,18:29:00,18:29:00,On Time,1942,2774
13-08-2025,Vistara,FL3927,AMD,CCU,01:45:00,01:45:00,0,23:47:00,23:47:00,On Time,1190,1322
29-12-2025,IndiGo,FL6513,AMD,PNQ,19:15:00,21:48:00,153,02:26:00,04:59:00,Delayed,302,431
29-01-2025,SpiceJet,FL6611,BOM,DEL,08:30:00,08:30:00,0,15:15:00,15:15:00,On Time,365,405
09-04-2025,Vistara,FL8034,GOI,BLR,17:15:00,17:15:00,0,16:51:00,16:51:00,On Time,1133,1416
29-07-2025,Air India,FL5122,BLR,BOM,22:30:00,22:30:00,0,12:07:00,12:07:00,On Time,1580,2257
22-06-2025,Air India,FL3795,PNQ,HYD,07:30:00,07:37:00,7,07:24:00,07:31:00,Delayed,2012,2874
15-04-2025,Vistara,FL2075,CCU,MAA,19:30:00,19:30:00,0,04:51:00,04:51:00,On Time,505,561
29-12-2025,Air India,FL5012,PNQ,MAA,19:45:00,19:45:00,0,17:09:00,17:09:00,On Time,1907,2724
05-01-2025,Akasa Air,FL1966,PNQ,CCU,16:15:00,18:25:00,130,14:00:00,16:10:00,Delayed,2196,2745
10-12-2025,Akasa Air,FL3301,BOM,MAA,17:45:00,20:23:00,158,02:07:00,04:45:00,Delayed,452,502
24-07-2025,Akasa Air,FL8093,PNQ,CCU,08:00:00,08:00:00,0,08:17:00,08:17:00,On Time,1166,1457
01-10-2025,Vistara,FL5738,AMD,GOI,17:00:00,19:10:00,130,10:00:00,12:10:00,Delayed,714,1020
15-07-2025,Akasa Air,FL5799,HYD,CCU,21:15:00,23:46:00,151,05:38:00,08:09:00,Delayed,1555,1943
14-11-2025,Akasa Air,FL5811,MAA,AMD,21:15:00,23:09:00,114,18:47:00,20:41:00,Delayed,1913,2732
18-05-2025,IndiGo,FL4876,AMD,BOM,19:45:00,22:06:00,141,02:23:00,04:44:00,Delayed,1471,1838
09-05-2025,SpiceJet,FL3911,BOM,AMD,19:30:00,19:30:00,0,13:15:00,13:15:00,On Time,746,1065
10-01-2025,Air India,FL6120,MAA,BOM,10:00:00,10:00:00,0,17:55:00,17:55:00,On Time,1532,1915
20-11-2025,Vistara,FL5071,BOM,HYD,02:00:00,02:00:00,0,20:34:00,20:34:00,On Time,780,1114
15-06-2025,SpiceJet,FL5209,BLR,GOI,04:00:00,04:47:00,47,16:52:00,17:39:00,Delayed,1991,2212
02-06-2025,IndiGo,FL5742,AMD,PNQ,16:00:00,16:00:00,0,04:41:00,04:41:00,On Time,1541,2201
21-05-2025,Air India,FL7463,MAA,BOM,17:00:00,17:00:00,0,14:28:00,14:28:00,On Time,902,1288
13-09-2025,IndiGo,FL1281,CCU,BLR,19:00:00,19:00:00,0,05:32:00,05:32:00,On Time,1865,2072
14-07-2025,IndiGo,FL1434,AMD,PNQ,19:00:00,20:44:00,104,15:58:00,17:42:00,Delayed,1007,1258
27-06-2025,SpiceJet,FL2831,PNQ,HYD,14:30:00,14:30:00,0,16:23:00,16:23:00,On Time,1398,1553
12-06-2025,IndiGo,FL1636,BLR,BOM,19:45:00,19:45:00,0,21:50:00,21:50:00,On Time,2104,3005
15-10-2025,SpiceJet,FL9078,AMD,GOI,20:45:00,22:37:00,112,03:43:00,05:35:00,Delayed,1487,1858
07-10-2025,Air India,FL4117,DEL,PNQ,13:00:00,13:00:00,0,16:11:00,16:11:00,On Time,1468,1631
09-11-2025,SpiceJet,FL5763,DEL,CCU,14:30:00,,,18:48:00,,Cancelled,1189,1698
30-10-2025,SpiceJet,FL6400,DEL,AMD,07:00:00,07:00:00,0,19:20:00,19:20:00,On Time,1744,2180
